po_id,order_date,material_id,supplier_id,warehouse_id,quantity,quoted_lead_time_days,promised_date,received_date,unit_cost,status
PO-001008,2023-07-28,MAT-008,SUP-001,WH-003,9,18,2023-08-15,2023-08-14,636.55,Received
PO-001009,2023-07-28,MAT-038,SUP-008,WH-001,144,8,2023-08-05,2023-08-03,70.54,Received
PO-001010,2023-07-28,MAT-035,SUP-007,WH-002,6,28,2023-08-25,2023-08-23,1653.49,Received
PO-001011,2023-07-28,MAT-018,SUP-003,WH-002,5,26,2023-08-23,2023-08-22,2366.63,Received
PO-001012,2023-07-29,MAT-026,SUP-006,WH-003,7,20,2023-08-18,2023-08-26,433.64,Received
PO-001013,2023-07-29,MAT-022,SUP-005,WH-001,14,11,2023-08-09,2023-08-09,115.12,Received
PO-001014,2023-07-30,MAT-015,SUP-004,WH-001,195,5,2023-08-04,2023-08-04,46.55,Received
PO-001015,2023-07-30,MAT-005,SUP-001,WH-003,11,16,2023-08-15,2023-08-13,187.34,Received
PO-001016,2023-07-30,MAT-020,SUP-003,WH-001,4,23,2023-08-22,2023-08-20,1627.96,Received
PO-001017,2023-07-31,MAT-012,SUP-004,WH-003,138,5,2023-08-05,2023-08-04,50.61,Received
PO-001018,2023-08-01,MAT-036,SUP-008,WH-003,192,7,2023-08-08,2023-08-08,75.97,Received
PO-001019,2023-08-02,MAT-037,SUP-004,WH-003,180,6,2023-08-08,2023-08-06,108.65,Received
PO-001020,2023-08-02,MAT-020,SUP-003,WH-004,5,23,2023-08-25,2023-08-24,1627.96,Received
PO-001021,2023-08-03,MAT-022,SUP-005,WH-002,15,11,2023-08-14,2023-08-23,115.12,Received
PO-001022,2023-08-03,MAT-013,SUP-004,WH-004,151,7,2023-08-10,2023-08-12,111.4,Received
PO-001023,2023-08-05,MAT-037,SUP-004,WH-004,114,6,2023-08-11,2023-08-11,108.65,Received
PO-001024,2023-08-05,MAT-039,SUP-008,WH-001,193,9,2023-08-14,2023-08-13,95.74,Received
PO-001025,2023-08-05,MAT-002,SUP-002,WH-001,16,12,2023-08-17,2023-08-15,241.37,Received
PO-001026,2023-08-06,MAT-014,SUP-004,WH-001,246,5,2023-08-11,2023-08-18,50.38,Received
PO-001027,2023-08-06,MAT-032,SUP-007,WH-004,6,28,2023-09-03,2023-09-03,1238.66,Received
PO-001028,2023-08-07,MAT-029,SUP-006,WH-002,8,20,2023-08-27,2023-08-26,511.8,Received
PO-001029,2023-08-07,MAT-014,SUP-004,WH-004,180,5,2023-08-12,2023-08-10,50.38,Received
PO-001030,2023-08-08,MAT-008,SUP-001,WH-004,5,18,2023-08-26,2023-08-24,636.55,Received
PO-001031,2023-08-08,MAT-028,SUP-006,WH-002,8,20,2023-08-28,2023-09-09,1167.46,Received
PO-001032,2023-08-09,MAT-009,SUP-002,WH-001,8,13,2023-08-22,2023-08-22,677.13,Received
PO-001033,2023-08-10,MAT-023,SUP-005,WH-003,23,11,2023-08-21,2023-09-03,129.58,Received
PO-001034,2023-08-12,MAT-028,SUP-006,WH-001,7,20,2023-09-01,2023-08-30,1167.46,Received
PO-001035,2023-08-12,MAT-030,SUP-006,WH-004,9,21,2023-09-02,2023-09-01,609.7,Received
PO-001036,2023-08-12,MAT-023,SUP-005,WH-002,13,11,2023-08-23,2023-08-23,129.58,Received
PO-001037,2023-08-12,MAT-011,SUP-004,WH-002,180,8,2023-08-20,2023-08-30,56.76,Received
PO-001038,2023-08-14,MAT-038,SUP-008,WH-004,101,8,2023-08-22,2023-08-20,70.54,Received
PO-001039,2023-08-14,MAT-021,SUP-005,WH-004,19,13,2023-08-27,2023-08-27,208.55,Received
PO-001040,2023-08-14,MAT-024,SUP-005,WH-003,12,12,2023-08-26,2023-08-26,176.74,Received
PO-001041,2023-08-15,MAT-030,SUP-006,WH-003,8,21,2023-09-05,2023-09-04,609.7,Received
PO-001042,2023-08-15,MAT-013,SUP-004,WH-003,275,7,2023-08-22,2023-08-26,111.4,Received
PO-001043,2023-08-16,MAT-004,SUP-002,WH-003,14,12,2023-08-28,2023-08-27,108.45,Received
PO-001044,2023-08-17,MAT-031,SUP-007,WH-002,6,25,2023-09-11,2023-09-11,1350.5,Received
PO-001045,2023-08-17,MAT-016,SUP-003,WH-004,4,26,2023-09-12,2023-09-12,1875.37,Received
PO-001046,2023-08-18,MAT-040,SUP-008,WH-002,104,7,2023-08-25,2023-08-30,97.48,Received
PO-001047,2023-08-18,MAT-033,SUP-007,WH-004,6,25,2023-09-12,2023-09-19,1179.71,Received
PO-001048,2023-08-18,MAT-018,SUP-003,WH-002,5,26,2023-09-13,2023-09-13,2366.63,Received
PO-001049,2023-08-19,MAT-035,SUP-007,WH-002,6,28,2023-09-16,2023-09-15,1653.49,Received
PO-001050,2023-08-20,MAT-012,SUP-004,WH-002,190,5,2023-08-25,2023-08-25,50.61,Received
PO-001051,2023-08-22,MAT-009,SUP-002,WH-004,8,13,2023-09-04,2023-09-03,677.13,Received
PO-001052,2023-08-22,MAT-021,SUP-005,WH-001,14,13,2023-09-04,2023-09-02,208.55,Received
PO-001053,2023-08-22,MAT-034,SUP-007,WH-002,6,28,2023-09-19,2023-09-18,783.28,Received
PO-001054,2023-08-22,MAT-017,SUP-003,WH-002,7,24,2023-09-15,2023-09-15,3463.71,Received
PO-001055,2023-08-23,MAT-007,SUP-001,WH-002,7,15,2023-09-07,2023-09-05,1810.3,Received
PO-001056,2023-08-24,MAT-006,SUP-001,WH-001,10,18,2023-09-11,2023-09-14,630.77,Received
PO-001057,2023-08-24,MAT-010,SUP-002,WH-001,5,13,2023-09-06,2023-09-05,856.73,Received
PO-001058,2023-08-26,MAT-036,SUP-008,WH-002,126,7,2023-09-02,2023-09-10,75.97,Received
PO-001059,2023-08-26,MAT-027,SUP-006,WH-004,7,23,2023-09-18,2023-09-18,657.37,Received
PO-001060,2023-08-27,MAT-024,SUP-005,WH-004,22,12,2023-09-08,2023-09-06,176.74,Received
PO-001061,2023-08-27,MAT-003,SUP-002,WH-002,13,12,2023-09-08,2023-09-07,250.33,Received
PO-001062,2023-08-29,MAT-015,SUP-004,WH-002,209,5,2023-09-03,2023-09-02,46.55,Received
PO-001063,2023-08-29,MAT-001,SUP-001,WH-003,12,17,2023-09-15,2023-09-29,104.84,Received
PO-001064,2023-08-29,MAT-003,SUP-002,WH-001,20,12,2023-09-10,2023-09-08,250.33,Received
PO-001065,2023-08-31,MAT-038,SUP-008,WH-001,144,8,2023-09-08,2023-09-15,70.54,Received
PO-001066,2023-08-31,MAT-011,SUP-004,WH-001,212,8,2023-09-08,2023-09-07,56.76,Received
PO-001067,2023-08-31,MAT-035,SUP-007,WH-002,6,28,2023-09-28,2023-09-28,1653.49,Received
PO-001068,2023-08-31,MAT-019,SUP-003,WH-004,5,26,2023-09-26,2023-09-25,2922.43,Received
PO-001069,2023-09-01,MAT-028,SUP-006,WH-001,7,20,2023-09-21,2023-09-21,1167.46,Received
PO-001070,2023-09-02,MAT-029,SUP-006,WH-003,7,20,2023-09-22,2023-09-20,511.8,Received
PO-001071,2023-09-02,MAT-022,SUP-005,WH-002,15,11,2023-09-13,2023-09-11,115.12,Received
PO-001072,2023-09-03,MAT-022,SUP-005,WH-001,14,11,2023-09-14,2023-09-14,115.12,Received
PO-001073,2023-09-03,MAT-025,SUP-005,WH-001,19,12,2023-09-15,2023-09-13,127.95,Received
PO-001074,2023-09-03,MAT-015,SUP-004,WH-001,195,5,2023-09-08,2023-09-07,46.55,Received
PO-001075,2023-09-03,MAT-002,SUP-002,WH-004,16,12,2023-09-15,2023-09-13,241.37,Received
PO-001076,2023-09-03,MAT-020,SUP-003,WH-001,4,23,2023-09-26,2023-09-25,1627.96,Received
PO-001077,2023-09-04,MAT-037,SUP-004,WH-004,114,6,2023-09-10,2023-09-08,108.65,Received
PO-001078,2023-09-04,MAT-025,SUP-005,WH-004,21,12,2023-09-16,2023-09-14,127.95,Received
PO-001079,2023-09-04,MAT-018,SUP-003,WH-002,5,26,2023-09-30,2023-09-29,2366.63,Received
PO-001080,2023-09-05,MAT-006,SUP-001,WH-002,7,18,2023-09-23,2023-09-22,630.77,Received
PO-001081,2023-09-05,MAT-008,SUP-001,WH-003,9,18,2023-09-23,2023-09-21,636.55,Received
PO-001082,2023-09-05,MAT-040,SUP-008,WH-003,154,7,2023-09-12,2023-09-11,97.48,Received
PO-001083,2023-09-05,MAT-026,SUP-006,WH-004,6,20,2023-09-25,2023-10-02,433.64,Received
PO-001084,2023-09-05,MAT-005,SUP-001,WH-004,19,16,2023-09-21,2023-10-03,187.34,Received
PO-001085,2023-09-06,MAT-036,SUP-008,WH-003,192,7,2023-09-13,2023-09-11,75.97,Received
PO-001086,2023-09-06,MAT-012,SUP-004,WH-003,138,5,2023-09-11,2023-09-10,50.61,Received
PO-001087,2023-09-06,MAT-031,SUP-007,WH-003,6,25,2023-10-01,2023-09-30,1350.5,Received
PO-001088,2023-09-07,MAT-003,SUP-002,WH-002,13,12,2023-09-19,2023-09-19,250.33,Received
PO-001089,2023-09-08,MAT-017,SUP-003,WH-001,5,24,2023-10-02,2023-09-30,3463.71,Received
PO-001090,2023-09-09,MAT-037,SUP-004,WH-003,180,6,2023-09-15,2023-09-13,108.65,Received
PO-001091,2023-09-09,MAT-039,SUP-008,WH-002,160,9,2023-09-18,2023-10-01,95.74,Received
PO-001092,2023-09-10,MAT-013,SUP-004,WH-004,151,7,2023-09-17,2023-09-26,111.4,Received
PO-001093,2023-09-10,MAT-032,SUP-007,WH-004,6,28,2023-10-08,2023-10-06,1238.66,Received
PO-001094,2023-09-10,MAT-004,SUP-002,WH-002,19,12,2023-09-22,2023-09-22,108.45,Received
PO-001095,2023-09-11,MAT-039,SUP-008,WH-001,193,9,2023-09-20,2023-10-01,95.74,Received
PO-001096,2023-09-12,MAT-027,SUP-006,WH-001,7,23,2023-10-05,2023-10-04,657.37,Received
PO-001097,2023-09-13,MAT-009,SUP-002,WH-004,8,13,2023-09-26,2023-09-24,677.13,Received
PO-001098,2023-09-13,MAT-014,SUP-004,WH-004,180,5,2023-09-18,2023-09-16,50.38,Received
PO-001099,2023-09-15,MAT-034,SUP-007,WH-001,7,28,2023-10-13,2023-10-12,783.28,Received
PO-001100,2023-09-16,MAT-014,SUP-004,WH-001,246,5,2023-09-21,2023-10-03,50.38,Received
PO-001101,2023-09-16,MAT-005,SUP-001,WH-003,11,16,2023-10-02,2023-10-01,187.34,Received
PO-001102,2023-09-17,MAT-021,SUP-005,WH-004,19,13,2023-09-30,2023-09-30,208.55,Received
PO-001103,2023-09-17,MAT-024,SUP-005,WH-003,12,12,2023-09-29,2023-09-27,176.74,Received
PO-001104,2023-09-17,MAT-035,SUP-007,WH-003,7,28,2023-10-15,2023-10-14,1653.49,Received
PO-001105,2023-09-18,MAT-038,SUP-008,WH-004,101,8,2023-09-26,2023-09-24,70.54,Received
PO-001106,2023-09-18,MAT-018,SUP-003,WH-003,5,26,2023-10-14,2023-10-12,2366.63,Received
PO-001107,2023-09-19,MAT-002,SUP-002,WH-001,16,12,2023-10-01,2023-09-30,241.37,Received
PO-001108,2023-09-20,MAT-027,SUP-006,WH-004,7,23,2023-10-13,2023-10-11,657.37,Received
PO-001109,2023-09-20,MAT-011,SUP-004,WH-002,180,8,2023-09-28,2023-09-28,56.76,Received
PO-001110,2023-09-20,MAT-012,SUP-004,WH-002,190,5,2023-09-25,2023-09-24,50.61,Received
PO-001111,2023-09-22,MAT-023,SUP-005,WH-002,13,11,2023-10-03,2023-10-03,129.58,Received
PO-001112,2023-09-22,MAT-013,SUP-004,WH-003,275,7,2023-09-29,2023-09-27,111.4,Received
PO-001113,2023-09-22,MAT-033,SUP-007,WH-001,5,25,2023-10-17,2023-10-15,1179.71,Received
PO-001114,2023-09-23,MAT-009,SUP-002,WH-001,8,13,2023-10-06,2023-10-06,677.13,Received
PO-001115,2023-09-24,MAT-020,SUP-003,WH-004,5,23,2023-10-17,2023-10-16,1627.96,Received
PO-001116,2023-09-25,MAT-029,SUP-006,WH-002,8,20,2023-10-15,2023-10-14,511.8,Received
PO-001117,2023-09-27,MAT-001,SUP-001,WH-004,12,17,2023-10-14,2023-10-13,104.84,Received
PO-001118,2023-09-28,MAT-008,SUP-001,WH-004,5,18,2023-10-16,2023-10-15,636.55,Received
PO-001119,2023-09-29,MAT-030,SUP-006,WH-004,9,21,2023-10-20,2023-10-19,609.7,Received
PO-001120,2023-09-29,MAT-021,SUP-005,WH-001,14,13,2023-10-12,2023-10-10,208.55,Received
PO-001121,2023-09-29,MAT-032,SUP-007,WH-003,5,28,2023-10-27,2023-10-26,1238.66,Received
PO-001122,2023-09-29,MAT-018,SUP-003,WH-003,5,26,2023-10-25,2023-10-25,2366.63,Received
PO-001123,2023-09-30,MAT-026,SUP-006,WH-003,7,20,2023-10-20,2023-10-22,433.64,Received
PO-001124,2023-09-30,MAT-023,SUP-005,WH-003,23,11,2023-10-11,2023-10-10,129.58,Received
PO-001125,2023-09-30,MAT-032,SUP-007,WH-003,5,28,2023-10-28,2023-11-11,1238.66,Received
PO-001126,2023-09-30,MAT-019,SUP-003,WH-004,5,26,2023-10-26,2023-10-25,2922.43,Received
PO-001127,2023-10-01,MAT-009,SUP-002,WH-004,8,13,2023-10-14,2023-10-12,677.13,Received
PO-001128,2023-10-01,MAT-040,SUP-008,WH-002,104,7,2023-10-08,2023-10-06,97.48,Received
PO-001129,2023-10-02,MAT-031,SUP-007,WH-003,6,25,2023-10-27,2023-10-26,1350.5,Received
PO-001130,2023-10-02,MAT-020,SUP-003,WH-001,4,23,2023-10-25,2023-10-24,1627.96,Received
PO-001131,2023-10-03,MAT-008,SUP-001,WH-003,9,18,2023-10-21,2023-10-26,636.55,Received
PO-001132,2023-10-03,MAT-011,SUP-004,WH-001,212,8,2023-10-11,2023-10-22,56.76,Received
PO-001133,2023-10-04,MAT-015,SUP-004,WH-002,209,5,2023-10-09,2023-10-22,46.55,Received
PO-001134,2023-10-09,MAT-036,SUP-008,WH-002,126,7,2023-10-16,2023-10-22,75.97,Received
PO-001135,2023-10-09,MAT-037,SUP-004,WH-003,180,6,2023-10-15,2023-10-15,108.65,Received
PO-001136,2023-10-09,MAT-028,SUP-006,WH-001,7,20,2023-10-29,2023-11-12,1167.46,Received
PO-001137,2023-10-09,MAT-012,SUP-004,WH-003,138,5,2023-10-14,2023-10-26,50.61,Received
PO-001138,2023-10-09,MAT-004,SUP-002,WH-002,19,12,2023-10-21,2023-10-20,108.45,Received
PO-001139,2023-10-10,MAT-038,SUP-008,WH-001,144,8,2023-10-18,2023-10-28,70.54,Received
PO-001140,2023-10-10,MAT-040,SUP-008,WH-003,154,7,2023-10-17,2023-10-22,97.48,Received
PO-001141,2023-10-10,MAT-024,SUP-005,WH-004,22,12,2023-10-22,2023-10-22,176.74,Received
PO-001142,2023-10-10,MAT-015,SUP-004,WH-001,195,5,2023-10-15,2023-10-29,46.55,Received
PO-001143,2023-10-10,MAT-019,SUP-003,WH-003,5,26,2023-11-05,2023-11-04,2922.43,Received
PO-001144,2023-10-11,MAT-007,SUP-001,WH-003,10,15,2023-10-26,2023-11-09,1810.3,Received
PO-001145,2023-10-12,MAT-007,SUP-001,WH-002,7,15,2023-10-27,2023-11-04,1810.3,Received
PO-001146,2023-10-12,MAT-036,SUP-008,WH-003,192,7,2023-10-19,2023-10-26,75.97,Received
PO-001147,2023-10-12,MAT-037,SUP-004,WH-004,114,6,2023-10-18,2023-10-18,108.65,Received
PO-001148,2023-10-13,MAT-038,SUP-008,WH-004,101,8,2023-10-21,2023-10-25,70.54,Received
PO-001149,2023-10-13,MAT-001,SUP-001,WH-003,12,17,2023-10-30,2023-10-29,104.84,Received
PO-001150,2023-10-13,MAT-002,SUP-002,WH-004,16,12,2023-10-25,2023-10-24,241.37,Received
PO-001151,2023-10-14,MAT-019,SUP-003,WH-003,5,26,2023-11-09,2023-11-08,2922.43,Received
PO-001152,2023-10-15,MAT-003,SUP-002,WH-001,20,12,2023-10-27,2023-10-25,250.33,Received
PO-001153,2023-10-15,MAT-017,SUP-003,WH-002,7,24,2023-11-08,2023-11-08,3463.71,Received
PO-001154,2023-10-17,MAT-010,SUP-002,WH-002,9,13,2023-10-30,2023-10-29,856.73,Received
PO-001155,2023-10-17,MAT-025,SUP-005,WH-001,19,12,2023-10-29,2023-10-29,127.95,Received
PO-001156,2023-10-18,MAT-008,SUP-001,WH-004,5,18,2023-11-05,2023-11-10,636.55,Received
PO-001157,2023-10-19,MAT-005,SUP-001,WH-004,19,16,2023-11-04,2023-11-14,187.34,Received
PO-001158,2023-10-20,MAT-006,SUP-001,WH-001,10,18,2023-11-07,2023-11-05,630.77,Received
PO-001159,2023-10-20,MAT-014,SUP-004,WH-004,180,5,2023-10-25,2023-10-24,50.38,Received
PO-001160,2023-10-21,MAT-032,SUP-007,WH-004,6,28,2023-11-18,2023-11-16,1238.66,Received
PO-001161,2023-10-22,MAT-039,SUP-008,WH-001,193,9,2023-10-31,2023-10-30,95.74,Received
PO-001162,2023-10-22,MAT-022,SUP-005,WH-002,15,11,2023-11-02,2023-11-02,115.12,Received
PO-001163,2023-10-22,MAT-001,SUP-001,WH-004,12,17,2023-11-08,2023-11-08,104.84,Received
PO-001164,2023-10-22,MAT-004,SUP-002,WH-003,14,12,2023-11-03,2023-11-01,108.45,Received
PO-001165,2023-10-23,MAT-011,SUP-004,WH-002,180,8,2023-10-31,2023-11-10,56.76,Received
PO-001166,2023-10-23,MAT-013,SUP-004,WH-004,151,7,2023-10-30,2023-11-11,111.4,Received
PO-001167,2023-10-24,MAT-028,SUP-006,WH-002,8,20,2023-11-13,2023-11-12,1167.46,Received
PO-001168,2023-10-24,MAT-012,SUP-004,WH-002,190,5,2023-10-29,2023-11-03,50.61,Received
PO-001169,2023-10-24,MAT-035,SUP-007,WH-002,6,28,2023-11-21,2023-11-29,1653.49,Received
PO-001170,2023-10-24,MAT-003,SUP-002,WH-002,13,12,2023-11-05,2023-11-05,250.33,Received
PO-001171,2023-10-25,MAT-039,SUP-008,WH-002,160,9,2023-11-03,2023-11-03,95.74,Received
PO-001172,2023-10-25,MAT-013,SUP-004,WH-003,275,7,2023-11-01,2023-10-31,111.4,Received
PO-001173,2023-10-25,MAT-002,SUP-002,WH-001,16,12,2023-11-06,2023-11-04,241.37,Received
PO-001174,2023-10-25,MAT-016,SUP-003,WH-001,6,26,2023-11-20,2023-11-18,1875.37,Received
PO-001175,2023-10-26,MAT-031,SUP-007,WH-002,6,25,2023-11-20,2023-11-18,1350.5,Received
PO-001176,2023-10-27,MAT-009,SUP-002,WH-001,8,13,2023-11-09,2023-11-16,677.13,Received
PO-001177,2023-10-27,MAT-035,SUP-007,WH-003,7,28,2023-11-24,2023-11-23,1653.49,Received
PO-001178,2023-10-28,MAT-027,SUP-006,WH-001,7,23,2023-11-20,2023-11-26,657.37,Received
PO-001179,2023-10-29,MAT-019,SUP-003,WH-004,5,26,2023-11-24,2023-11-24,2922.43,Received
PO-001180,2023-10-30,MAT-008,SUP-001,WH-003,9,18,2023-11-17,2023-11-15,636.55,Received
PO-001181,2023-10-30,MAT-024,SUP-005,WH-003,12,12,2023-11-11,2023-11-11,176.74,Received
PO-001182,2023-10-30,MAT-034,SUP-007,WH-001,7,28,2023-11-27,2023-11-25,783.28,Received
PO-001183,2023-10-31,MAT-014,SUP-004,WH-001,246,5,2023-11-05,2023-11-05,50.38,Received
PO-001184,2023-11-01,MAT-026,SUP-006,WH-004,6,20,2023-11-21,2023-11-19,433.64,Received
PO-001185,2023-11-03,MAT-022,SUP-005,WH-001,14,11,2023-11-14,2023-11-17,115.12,Received
PO-001186,2023-11-03,MAT-034,SUP-007,WH-002,6,28,2023-12-01,2023-11-30,783.28,Received
PO-001187,2023-11-04,MAT-025,SUP-005,WH-004,21,12,2023-11-16,2023-11-20,127.95,Received
PO-001188,2023-11-04,MAT-033,SUP-007,WH-004,6,25,2023-11-29,2023-11-28,1179.71,Received
PO-001189,2023-11-04,MAT-005,SUP-001,WH-003,11,16,2023-11-20,2023-11-18,187.34,Received
PO-001190,2023-11-05,MAT-010,SUP-002,WH-001,5,13,2023-11-18,2023-11-16,856.73,Received
PO-001191,2023-11-05,MAT-030,SUP-006,WH-003,8,21,2023-11-26,2023-11-26,609.7,Received
PO-001192,2023-11-06,MAT-040,SUP-008,WH-002,104,7,2023-11-13,2023-11-12,97.48,Received
PO-001193,2023-11-06,MAT-027,SUP-006,WH-004,7,23,2023-11-29,2023-12-06,657.37,Received
PO-001194,2023-11-06,MAT-029,SUP-006,WH-003,7,20,2023-11-26,2023-11-26,511.8,Received
PO-001195,2023-11-07,MAT-031,SUP-007,WH-002,6,25,2023-12-02,2023-11-30,1350.5,Received
PO-001196,2023-11-07,MAT-035,SUP-007,WH-002,6,28,2023-12-05,2023-12-03,1653.49,Received
PO-001197,2023-11-08,MAT-023,SUP-005,WH-002,13,11,2023-11-19,2023-11-18,129.58,Received
PO-001198,2023-11-09,MAT-006,SUP-001,WH-002,7,18,2023-11-27,2023-11-25,630.77,Received
PO-001199,2023-11-09,MAT-021,SUP-005,WH-004,19,13,2023-11-22,2023-11-20,208.55,Received
PO-001200,2023-11-09,MAT-023,SUP-005,WH-003,23,11,2023-11-20,2023-11-20,129.58,Received
PO-001201,2023-11-11,MAT-029,SUP-006,WH-002,8,20,2023-12-01,2023-12-14,511.8,Received
PO-001202,2023-11-11,MAT-021,SUP-005,WH-001,14,13,2023-11-24,2023-11-22,208.55,Received
PO-001203,2023-11-13,MAT-031,SUP-007,WH-003,6,25,2023-12-08,2023-12-06,1350.5,Received
PO-001204,2023-11-14,MAT-001,SUP-001,WH-004,12,17,2023-12-01,2023-12-14,104.84,Received
PO-001205,2023-11-15,MAT-036,SUP-008,WH-002,126,7,2023-11-22,2023-11-21,75.97,Received
PO-001206,2023-11-15,MAT-040,SUP-008,WH-003,154,7,2023-11-22,2023-11-22,97.48,Received
PO-001207,2023-11-15,MAT-011,SUP-004,WH-001,212,8,2023-11-23,2023-11-23,56.76,Received
PO-001208,2023-11-15,MAT-017,SUP-003,WH-001,5,24,2023-12-09,2023-12-07,3463.71,Received
PO-001209,2023-11-16,MAT-010,SUP-002,WH-002,9,13,2023-11-29,2023-12-09,856.73,Received
PO-001210,2023-11-16,MAT-037,SUP-004,WH-003,180,6,2023-11-22,2023-11-22,108.65,Received
PO-001211,2023-11-16,MAT-026,SUP-006,WH-003,7,20,2023-12-06,2023-12-10,433.64,Received
PO-001212,2023-11-16,MAT-028,SUP-006,WH-001,7,20,2023-12-06,2023-12-05,1167.46,Received
PO-001213,2023-11-17,MAT-024,SUP-005,WH-004,22,12,2023-11-29,2023-11-29,176.74,Received
PO-001214,2023-11-17,MAT-034,SUP-007,WH-001,7,28,2023-12-15,2023-12-13,783.28,Received
PO-001215,2023-11-17,MAT-017,SUP-003,WH-002,7,24,2023-12-11,2023-12-09,3463.71,Received
PO-001216,2023-11-19,MAT-036,SUP-008,WH-003,192,7,2023-11-26,2023-11-25,75.97,Received
PO-001217,2023-11-19,MAT-037,SUP-004,WH-004,114,6,2023-11-25,2023-11-24,108.65,Received
PO-001218,2023-11-19,MAT-038,SUP-008,WH-001,144,8,2023-11-27,2023-11-27,70.54,Received
PO-001219,2023-11-19,MAT-034,SUP-007,WH-002,6,28,2023-12-17,2023-12-26,783.28,Received
PO-001220,2023-11-20,MAT-007,SUP-001,WH-002,7,15,2023-12-05,2023-12-15,1810.3,Received
PO-001221,2023-11-20,MAT-022,SUP-005,WH-002,15,11,2023-12-01,2023-12-11,115.12,Received
PO-001222,2023-11-20,MAT-033,SUP-007,WH-004,6,25,2023-12-15,2023-12-25,1179.71,Received
PO-001223,2023-11-21,MAT-001,SUP-001,WH-003,12,17,2023-12-08,2023-12-08,104.84,Received
PO-001224,2023-11-21,MAT-003,SUP-002,WH-001,20,12,2023-12-03,2023-12-03,250.33,Received
PO-001225,2023-11-22,MAT-008,SUP-001,WH-003,9,18,2023-12-10,2023-12-09,636.55,Received
PO-001226,2023-11-22,MAT-025,SUP-005,WH-001,19,12,2023-12-04,2023-12-02,127.95,Received
PO-001227,2023-11-22,MAT-014,SUP-004,WH-004,180,5,2023-11-27,2023-11-26,50.38,Received
PO-001228,2023-11-23,MAT-012,SUP-004,WH-003,138,5,2023-11-28,2023-12-02,50.61,Received
PO-001229,2023-11-24,MAT-038,SUP-008,WH-004,101,8,2023-12-02,2023-12-01,70.54,Received
PO-001230,2023-11-24,MAT-015,SUP-004,WH-001,195,5,2023-11-29,2023-12-07,46.55,Received
PO-001231,2023-11-25,MAT-015,SUP-004,WH-002,209,5,2023-11-30,2023-12-09,46.55,Received
PO-001232,2023-11-25,MAT-004,SUP-002,WH-002,19,12,2023-12-07,2023-12-07,108.45,Received
PO-001233,2023-11-26,MAT-039,SUP-008,WH-001,193,9,2023-12-05,2023-12-03,95.74,Received
PO-001234,2023-11-26,MAT-033,SUP-007,WH-001,5,25,2023-12-21,2023-12-21,1179.71,Received
PO-001235,2023-11-27,MAT-006,SUP-001,WH-001,10,18,2023-12-15,2023-12-15,630.77,Received
PO-001236,2023-11-27,MAT-006,SUP-001,WH-002,7,18,2023-12-15,2023-12-14,630.77,Received
PO-001237,2023-11-27,MAT-007,SUP-001,WH-003,10,15,2023-12-12,2023-12-21,1810.3,Received
PO-001238,2023-11-29,MAT-039,SUP-008,WH-002,160,9,2023-12-08,2023-12-07,95.74,Received
PO-001239,2023-11-29,MAT-024,SUP-005,WH-003,12,12,2023-12-11,2023-12-22,176.74,Received
PO-001240,2023-11-29,MAT-005,SUP-001,WH-003,11,16,2023-12-15,2023-12-15,187.34,Received
PO-001241,2023-11-29,MAT-018,SUP-003,WH-002,5,26,2023-12-25,2023-12-25,2366.63,Received
PO-001242,2023-11-30,MAT-002,SUP-002,WH-004,16,12,2023-12-12,2023-12-12,241.37,Received
PO-001243,2023-12-01,MAT-013,SUP-004,WH-003,275,7,2023-12-08,2023-12-07,111.4,Received
PO-001244,2023-12-02,MAT-014,SUP-004,WH-001,246,5,2023-12-07,2023-12-15,50.38,Received
PO-001245,2023-12-03,MAT-011,SUP-004,WH-002,180,8,2023-12-11,2023-12-15,56.76,Received
PO-001246,2023-12-03,MAT-032,SUP-007,WH-004,6,28,2023-12-31,2023-12-31,1238.66,Received
PO-001247,2023-12-04,MAT-009,SUP-002,WH-001,8,13,2023-12-17,2023-12-17,677.13,Received
PO-001248,2023-12-05,MAT-023,SUP-005,WH-002,13,11,2023-12-16,2023-12-27,129.58,Received
PO-001249,2023-12-05,MAT-012,SUP-004,WH-002,190,5,2023-12-10,2023-12-08,50.61,Received
PO-001250,2023-12-05,MAT-035,SUP-007,WH-003,7,28,2024-01-02,2023-12-31,1653.49,Received
PO-001251,2023-12-07,MAT-034,SUP-007,WH-002,6,28,2024-01-04,2024-01-03,783.28,Received
PO-001252,2023-12-08,MAT-020,SUP-003,WH-001,4,23,2023-12-31,2023-12-31,1627.96,Received
PO-001253,2023-12-09,MAT-030,SUP-006,WH-003,8,21,2023-12-30,2023-12-29,609.7,Received
PO-001254,2023-12-09,MAT-025,SUP-005,WH-004,21,12,2023-12-21,2023-12-31,127.95,Received
PO-001255,2023-12-10,MAT-013,SUP-004,WH-004,151,7,2023-12-17,2023-12-17,111.4,Received
PO-001256,2023-12-11,MAT-008,SUP-001,WH-004,5,18,2023-12-29,2023-12-29,636.55,Received
PO-001257,2023-12-12,MAT-002,SUP-002,WH-001,16,12,2023-12-24,2023-12-22,241.37,Received
PO-001258,2023-12-12,MAT-018,SUP-003,WH-002,5,26,2024-01-07,2024-01-05,2366.63,Received
PO-001259,2023-12-14,MAT-009,SUP-002,WH-004,8,13,2023-12-27,2023-12-27,677.13,Received
