maintenance_id,equipment_id,date,maintenance_type,failure_type,downtime_hours,labor_cost,material_cost,contractor_cost,total_cost,priority,work_order_status
MNT-000951,EQ-0014,2024-07-28,Preventive,,5.69,1413.25,151.83,0.0,1565.08,Medium,Completed
MNT-000952,EQ-0014,2024-07-28,Inspection,,2.5,584.04,108.45,0.0,692.49,Low,Completed
MNT-000953,EQ-0025,2024-07-28,Preventive,,7.01,1580.7,524.2,0.0,2104.9,Medium,Completed
MNT-000954,EQ-0025,2024-07-28,Inspection,,2.33,819.31,0.0,0.0,819.31,Low,Completed
MNT-000955,EQ-0031,2024-07-29,Corrective,Level Control Fault,28.21,6976.35,5986.88,7346.87,20310.1,High,Completed
MNT-000956,EQ-0028,2024-07-30,Preventive,,5.77,1346.21,668.4,0.0,2014.61,Medium,Completed
MNT-000957,EQ-0009,2024-07-31,Preventive,,4.04,1060.4,1251.3,0.0,2311.7,Medium,Completed
MNT-000958,EQ-0040,2024-07-31,Corrective,Impeller Wear,59.16,16403.76,2848.48,3807.94,23060.18,Critical,Completed
MNT-000959,EQ-0011,2024-08-01,Preventive,,5.94,1605.97,2359.42,0.0,3965.39,Medium,Completed
MNT-000960,EQ-0011,2024-08-01,Inspection,,2.42,589.4,141.08,0.0,730.48,Low,Completed
MNT-000961,EQ-0045,2024-08-01,Preventive,,4.2,1317.18,1459.85,0.0,2777.03,Medium,Completed
MNT-000962,EQ-0045,2024-08-01,Inspection,,1.18,346.61,0.0,6224.45,6571.06,Low,Completed
MNT-000963,EQ-0011,2024-08-02,Corrective,Gasket Failure,98.13,23063.63,574.44,0.0,23638.07,Critical,Completed
MNT-000964,EQ-0013,2024-08-02,Preventive,,8.21,2009.09,1892.31,0.0,3901.4,Medium,Completed
MNT-000965,EQ-0044,2024-08-02,Preventive,,6.12,1217.15,5626.11,0.0,6843.26,Medium,Completed
MNT-000966,EQ-0044,2024-08-02,Inspection,,2.18,663.12,141.08,0.0,804.2,Low,Completed
MNT-000967,EQ-0002,2024-08-03,Corrective,Bearing Failure,11.76,2312.63,2054.02,0.0,4366.65,High,Completed
MNT-000968,EQ-0005,2024-08-03,Corrective,Valve Failure,69.47,26391.51,392.82,0.0,26784.33,Critical,Completed
MNT-000969,EQ-0016,2024-08-03,Preventive,,3.55,892.91,216.9,0.0,1109.81,Medium,Completed
MNT-000970,EQ-0016,2024-08-03,Inspection,,1.18,245.99,856.73,0.0,1102.72,Low,Completed
MNT-000971,EQ-0028,2024-08-05,Corrective,Impeller Wear,9.08,2201.65,970.75,0.0,3172.4,High,Completed
MNT-000972,EQ-0002,2024-08-06,Corrective,Impeller Wear,24.26,6780.81,1034.79,15641.65,23457.25,High,Completed
MNT-000973,EQ-0039,2024-08-07,Preventive,,7.83,1923.13,314.52,0.0,2237.65,Medium,Completed
MNT-000974,EQ-0032,2024-08-09,Preventive,,6.22,1938.79,5402.0,0.0,7340.79,Medium,Completed
MNT-000975,EQ-0032,2024-08-09,Inspection,,2.75,939.5,1350.5,0.0,2290.0,Low,Completed
MNT-000976,EQ-0022,2024-08-10,Preventive,,3.44,584.03,20782.26,0.0,21366.29,Medium,Completed
MNT-000977,EQ-0022,2024-08-11,Corrective,Actuator Failure,9.51,1407.01,18570.2,0.0,19977.21,High,Completed
MNT-000978,EQ-0034,2024-08-15,Preventive,,6.42,1254.21,733.88,0.0,1988.09,Medium,Completed
MNT-000979,EQ-0040,2024-08-15,Corrective,Motor Overheating,14.26,3065.03,4377.3,0.0,7442.33,High,Completed
MNT-000980,EQ-0036,2024-08-16,Corrective,Pressure Fault,45.71,13016.12,629.04,5530.53,19175.69,High,Completed
MNT-000981,EQ-0025,2024-08-18,Corrective,Impeller Wear,21.24,5188.61,5532.12,0.0,10720.73,High,Completed
MNT-000982,EQ-0037,2024-08-18,Preventive,,6.31,1533.7,3819.3,0.0,5353.0,Medium,Completed
MNT-000983,EQ-0037,2024-08-18,Inspection,,2.46,616.13,0.0,0.0,616.13,Low,Completed
MNT-000984,EQ-0007,2024-08-20,Preventive,,6.14,1383.93,2359.42,0.0,3743.35,Medium,Completed
MNT-000985,EQ-0014,2024-08-22,Corrective,Motor Overheating,16.77,5217.75,9051.5,0.0,14269.25,High,Completed
MNT-000986,EQ-0042,2024-08-22,Corrective,Excessive Vibration,21.53,7967.0,511.8,7046.45,15525.25,High,Completed
MNT-000987,EQ-0002,2024-08-23,Preventive,,7.42,2084.58,750.99,0.0,2835.57,Medium,Completed
MNT-000988,EQ-0006,2024-08-23,Preventive,,9.64,4147.64,24245.97,0.0,28393.61,Medium,Completed
MNT-000989,EQ-0006,2024-08-23,Inspection,,1.1,357.64,0.0,0.0,357.64,Low,Completed
MNT-000990,EQ-0027,2024-08-25,Corrective,Impeller Wear,35.08,8782.78,4042.1,6971.77,19796.65,High,Completed
MNT-000991,EQ-0002,2024-08-26,Corrective,Motor Overheating,3.87,932.55,2390.59,0.0,3323.14,High,Completed
MNT-000992,EQ-0004,2024-08-27,Corrective,Impeller Wear,62.1,15403.98,750.99,6224.64,22379.61,Critical,Completed
MNT-000993,EQ-0026,2024-08-28,Preventive,,6.01,1243.18,1311.38,0.0,2554.56,Medium,Completed
MNT-000994,EQ-0026,2024-08-28,Inspection,,1.31,340.87,0.0,0.0,340.87,Low,Completed
MNT-000995,EQ-0036,2024-08-29,Preventive,,5.43,1548.54,629.04,0.0,2177.58,Medium,Completed
MNT-000996,EQ-0002,2024-08-31,Corrective,Impeller Wear,16.6,5620.55,4637.3,26713.24,36971.09,High,Completed
MNT-000997,EQ-0004,2024-09-03,Preventive,,4.45,1196.8,340.56,0.0,1537.36,Medium,Completed
MNT-000998,EQ-0004,2024-09-03,Inspection,,2.11,514.23,250.33,0.0,764.56,Low,Completed
MNT-000999,EQ-0021,2024-09-03,Preventive,,4.67,1239.55,2047.2,0.0,3286.75,Medium,Completed
MNT-001000,EQ-0018,2024-09-04,Corrective,Excessive Vibration,7.19,3055.93,253.05,0.0,3308.98,High,Completed
MNT-001001,EQ-0024,2024-09-04,Corrective,Corrosion Leak,15.65,5189.52,75.97,11371.19,16636.68,High,Completed
MNT-001002,EQ-0042,2024-09-05,Corrective,Overheating,65.67,29215.37,8139.8,0.0,37355.17,Critical,Completed
MNT-001003,EQ-0005,2024-09-08,Preventive,,7.22,3744.14,2708.52,0.0,6452.66,Medium,Completed
MNT-001004,EQ-0014,2024-09-08,Corrective,Impeller Wear,18.88,6438.76,11621.69,0.0,18060.45,High,Completed
MNT-001005,EQ-0016,2024-09-09,Corrective,Seal Leak,26.93,8375.63,2262.86,0.0,10638.49,High,Completed
MNT-001006,EQ-0021,2024-09-10,Corrective,Overheating,7.7,1492.37,5037.78,0.0,6530.15,High,Completed
MNT-001007,EQ-0025,2024-09-11,Corrective,Impeller Wear,21.62,4804.35,101.22,0.0,4905.57,High,Completed
MNT-001008,EQ-0033,2024-09-12,Preventive,,5.41,1571.75,2168.2,0.0,3739.95,Medium,Completed
MNT-001009,EQ-0033,2024-09-12,Inspection,,1.83,461.22,609.7,0.0,1070.92,Low,Completed
MNT-001010,EQ-0024,2024-09-15,Preventive,,6.18,1858.52,216.9,0.0,2075.42,Medium,Completed
MNT-001011,EQ-0045,2024-09-15,Corrective,Fuel System Fault,14.73,3562.23,100.76,0.0,3662.99,High,Completed
MNT-001012,EQ-0005,2024-09-18,Corrective,Seal Leak,41.71,22426.29,904.95,0.0,23331.24,High,Completed
MNT-001013,EQ-0026,2024-09-24,Corrective,Bearing Failure,22.08,5695.15,2229.66,12225.47,20150.28,High,Completed
MNT-001014,EQ-0039,2024-09-24,Corrective,Impeller Wear,3.63,1205.67,2021.05,0.0,3226.72,High,Completed
MNT-001015,EQ-0025,2024-09-25,Corrective,Seal Leak,17.16,4021.51,668.4,0.0,4689.91,High,Completed
MNT-001016,EQ-0046,2024-09-26,Corrective,Stuck Valve,4.23,835.34,2593.44,7533.14,10961.92,High,Completed
MNT-001017,EQ-0001,2024-09-28,Corrective,Impeller Wear,40.7,10863.95,766.54,0.0,11630.49,High,Completed
MNT-001018,EQ-0018,2024-10-01,Preventive,,10.87,4371.77,388.74,0.0,4760.51,Medium,Completed
MNT-001019,EQ-0018,2024-10-01,Inspection,,1.95,1015.22,0.0,0.0,1015.22,Low,Completed
MNT-001020,EQ-0040,2024-10-01,Preventive,,4.93,1458.54,629.04,0.0,2087.58,Medium,Completed
MNT-001021,EQ-0031,2024-10-02,Preventive,,5.13,1155.3,194.96,0.0,1350.26,Medium,Completed
MNT-001022,EQ-0035,2024-10-03,Preventive,,5.45,1106.14,10804.0,0.0,11910.14,Medium,Completed
MNT-001023,EQ-0023,2024-10-04,Corrective,Gasket Failure,14.5,3342.09,433.8,12358.26,16134.15,High,Completed
MNT-001024,EQ-0015,2024-10-06,Preventive,,8.46,2187.28,4415.39,0.0,6602.67,Medium,Completed
MNT-001025,EQ-0008,2024-10-08,Preventive,,6.88,1468.9,574.44,0.0,2043.34,Medium,Completed
MNT-001026,EQ-0008,2024-10-08,Inspection,,1.67,438.66,0.0,0.0,438.66,Low,Completed
MNT-001027,EQ-0047,2024-10-08,Preventive,,4.02,832.53,325.95,0.0,1158.48,Medium,Completed
MNT-001028,EQ-0005,2024-10-10,Corrective,Seal Leak,85.22,41052.04,410.07,0.0,41462.11,Critical,Completed
MNT-001029,EQ-0012,2024-10-11,Preventive,,2.8,991.84,724.11,0.0,1715.95,Medium,Completed
MNT-001030,EQ-0041,2024-10-11,Preventive,,6.58,2908.44,1237.18,0.0,4145.62,Medium,Completed
MNT-001031,EQ-0048,2024-10-12,Preventive,,3.95,1484.57,9437.68,0.0,10922.25,Medium,Completed
MNT-001032,EQ-0048,2024-10-12,Inspection,,2.88,1024.37,2477.32,0.0,3501.69,Low,Completed
MNT-001033,EQ-0038,2024-10-13,Preventive,,7.88,2503.45,965.48,0.0,3468.93,Medium,Completed
MNT-001034,EQ-0042,2024-10-13,Preventive,,9.15,3381.38,891.2,2400.56,6673.14,Medium,Completed
MNT-001035,EQ-0046,2024-10-13,Corrective,Actuator Failure,16.09,2423.14,8454.32,0.0,10877.46,High,Completed
MNT-001036,EQ-0030,2024-10-14,Preventive,,6.78,2228.19,5092.4,0.0,7320.59,Medium,Completed
MNT-001037,EQ-0030,2024-10-14,Inspection,,1.26,431.17,2366.63,0.0,2797.8,Low,Completed
MNT-001038,EQ-0003,2024-10-16,Preventive,,5.0,1679.5,5417.04,0.0,7096.54,Medium,Completed
MNT-001039,EQ-0003,2024-10-16,Inspection,,2.86,532.76,0.0,0.0,532.76,Low,Completed
MNT-001040,EQ-0018,2024-10-20,Corrective,Excessive Vibration,36.72,14205.15,5140.38,0.0,19345.53,High,Completed
MNT-001041,EQ-0027,2024-10-21,Preventive,,5.12,1379.65,433.8,7050.5,8863.95,Medium,Completed
MNT-001042,EQ-0023,2024-10-22,Preventive,,6.09,1545.61,867.6,0.0,2413.21,Medium,Completed
MNT-001043,EQ-0037,2024-10-22,Corrective,Seal Leak,17.06,4229.77,3385.65,0.0,7615.42,High,Completed
MNT-001044,EQ-0029,2024-10-23,Preventive,,13.54,5740.66,530.22,0.0,6270.88,Medium,Completed
MNT-001045,EQ-0029,2024-10-23,Inspection,,2.08,801.39,0.0,0.0,801.39,Low,Completed
MNT-001046,EQ-0025,2024-10-24,Corrective,Motor Overheating,39.98,9516.58,7241.2,0.0,16757.78,High,Completed
MNT-001047,EQ-0001,2024-10-26,Preventive,,6.02,1798.56,1001.32,0.0,2799.88,Medium,Completed
MNT-001048,EQ-0013,2024-10-26,Preventive,,4.66,1257.46,2570.19,0.0,3827.65,Medium,Completed
MNT-001049,EQ-0020,2024-10-26,Preventive,,10.4,2556.53,6927.42,0.0,9483.95,Medium,Completed
MNT-001050,EQ-0025,2024-10-26,Preventive,,3.87,1042.98,445.6,0.0,1488.58,Medium,Completed
MNT-001051,EQ-0003,2024-10-27,Corrective,Impeller Wear,9.81,2584.55,170.28,0.0,2754.83,High,Completed
MNT-001052,EQ-0033,2024-10-29,Corrective,Electrical Fault,17.02,4065.91,1503.36,0.0,5569.27,High,Completed
MNT-001053,EQ-0039,2024-10-29,Corrective,Impeller Wear,11.29,2611.9,151.14,0.0,2763.04,High,Completed
MNT-001054,EQ-0027,2024-10-30,Corrective,Motor Overheating,165.2,39295.26,216.9,0.0,39512.16,Critical,Completed
MNT-001055,EQ-0046,2024-10-31,Preventive,,7.25,1405.75,629.04,0.0,2034.79,Medium,Completed
MNT-001056,EQ-0046,2024-10-31,Inspection,,1.47,239.93,3750.74,0.0,3990.67,Low,Completed
MNT-001057,EQ-0019,2024-11-01,Preventive,,10.98,3264.18,2701.0,0.0,5965.18,Medium,Completed
MNT-001058,EQ-0019,2024-11-01,Inspection,,1.5,353.0,1653.49,0.0,2006.49,Low,Completed
MNT-001060,EQ-0010,2024-11-05,Preventive,,9.57,1579.03,1501.98,0.0,3081.01,Medium,Completed
MNT-001061,EQ-0017,2024-11-05,Preventive,,9.93,4320.41,907.06,0.0,5227.47,Medium,Completed
MNT-001062,EQ-0026,2024-11-06,Corrective,Bearing Failure,23.57,5998.4,104.84,0.0,6103.24,High,Completed
MNT-001063,EQ-0044,2024-11-07,Preventive,,4.26,1131.71,869.2,0.0,2000.91,Medium,Completed
MNT-001064,EQ-0044,2024-11-07,Inspection,,1.78,474.14,0.0,0.0,474.14,Low,Completed
MNT-001065,EQ-0028,2024-11-08,Preventive,,5.92,1631.28,9051.5,0.0,10682.78,Medium,Completed
MNT-001066,EQ-0028,2024-11-08,Inspection,,2.4,528.06,0.0,0.0,528.06,Low,Completed
MNT-001067,EQ-0045,2024-11-09,Preventive,,5.6,1300.99,302.28,0.0,1603.27,Medium,Completed
MNT-001068,EQ-0006,2024-11-10,Corrective,Valve Failure,41.17,17606.28,201.52,0.0,17807.8,High,Completed
MNT-001069,EQ-0022,2024-11-10,Preventive,,5.44,866.97,650.7,0.0,1517.67,Medium,Completed
MNT-001070,EQ-0022,2024-11-10,Inspection,,2.76,456.59,0.0,0.0,456.59,Low,Completed
MNT-001071,EQ-0011,2024-11-12,Preventive,,4.49,1129.75,1930.96,0.0,3060.71,Medium,Completed
MNT-001072,EQ-0015,2024-11-13,Corrective,Impeller Wear,26.56,6477.66,4283.65,0.0,10761.31,High,Completed
MNT-001073,EQ-0007,2024-11-14,Preventive,,4.83,1151.61,11252.22,0.0,12403.83,Medium,Completed
MNT-001074,EQ-0016,2024-11-14,Preventive,,9.22,2079.07,325.85,0.0,2404.92,Medium,Completed
MNT-001075,EQ-0004,2024-11-16,Corrective,Motor Overheating,18.29,4479.13,340.56,0.0,4819.69,High,Completed
MNT-001076,EQ-0014,2024-11-22,Preventive,,5.48,1298.42,340.56,0.0,1638.98,Medium,Completed
MNT-001077,EQ-0014,2024-11-22,Corrective,Motor Overheating,37.56,10509.7,227.04,0.0,10736.74,High,Completed
MNT-001078,EQ-0010,2024-11-24,Corrective,Seat Leakage,5.44,984.24,25666.14,0.0,26650.38,High,Completed
MNT-001079,EQ-0039,2024-11-25,Preventive,,8.29,1819.59,668.4,0.0,2487.99,Medium,Completed
MNT-001080,EQ-0039,2024-11-25,Inspection,,1.62,504.41,209.68,0.0,714.09,Low,Completed
MNT-001081,EQ-0043,2024-11-25,Corrective,Level Control Fault,58.87,14019.92,1627.96,0.0,15647.88,Critical,Completed
MNT-001082,EQ-0042,2024-11-27,Corrective,Excessive Vibration,86.69,30570.35,222.8,0.0,30793.15,Critical,Completed
MNT-001083,EQ-0009,2024-11-28,Preventive,,6.26,1468.56,690.72,0.0,2159.28,Medium,Completed
MNT-001084,EQ-0002,2024-11-29,Preventive,,5.48,1137.75,1001.32,0.0,2139.07,Medium,Completed
MNT-001085,EQ-0002,2024-11-29,Inspection,,2.0,422.46,1713.46,0.0,2135.92,Low,Completed
MNT-001086,EQ-0047,2024-12-06,Corrective,Tube Fouling,7.4,2697.11,1479.95,16929.12,21106.18,High,Completed
MNT-001087,EQ-0032,2024-12-07,Preventive,,3.84,905.59,9909.28,0.0,10814.87,Medium,Completed
MNT-001088,EQ-0032,2024-12-07,Inspection,,2.05,515.44,0.0,0.0,515.44,Low,Completed
MNT-001089,EQ-0034,2024-12-09,Preventive,,6.8,1273.88,5844.86,0.0,7118.74,Medium,Completed
MNT-001090,EQ-0004,2024-12-10,Corrective,Impeller Wear,14.31,3633.61,2721.33,12364.06,18719.0,High,Completed
MNT-001091,EQ-0036,2024-12-10,Preventive,,5.49,1799.85,524.2,0.0,2324.05,Medium,Completed
MNT-001092,EQ-0036,2024-12-10,Inspection,,2.67,939.02,0.0,0.0,939.02,Low,Completed
MNT-001093,EQ-0006,2024-12-11,Preventive,,9.86,4381.51,227.04,0.0,4608.55,Medium,Completed
MNT-001094,EQ-0037,2024-12-12,Preventive,,6.09,1319.44,334.2,0.0,1653.64,Medium,Completed
MNT-001095,EQ-0001,2024-12-13,Corrective,Bearing Failure,12.76,3297.04,340.56,0.0,3637.6,High,Completed
MNT-001096,EQ-0026,2024-12-13,Preventive,,7.69,2224.98,253.05,0.0,2478.03,Medium,Completed
MNT-001097,EQ-0033,2024-12-13,Preventive,,5.89,1409.47,557.0,0.0,1966.47,Medium,Completed
MNT-001098,EQ-0021,2024-12-16,Preventive,,6.06,1304.98,279.3,0.0,1584.28,Medium,Completed
MNT-001099,EQ-0013,2024-12-18,Corrective,Motor Overheating,12.97,3083.1,6061.67,0.0,9144.77,High,Completed
MNT-001100,EQ-0046,2024-12-18,Corrective,Seat Leakage,8.6,1260.98,1627.96,0.0,2888.94,High,Completed
MNT-001101,EQ-0040,2024-12-20,Corrective,Motor Overheating,12.23,4715.74,616.05,0.0,5331.79,High,Completed
MNT-001102,EQ-0016,2024-12-24,Corrective,Bearing Failure,40.93,11524.19,1912.24,0.0,13436.43,High,Completed
MNT-001103,EQ-0003,2024-12-26,Corrective,Impeller Wear,2.63,717.45,750.99,0.0,1468.44,High,Completed
MNT-001104,EQ-0038,2024-12-26,Corrective,Seal Leak,22.59,7081.25,302.28,0.0,7383.53,High,Completed
MNT-001105,EQ-0035,2024-12-27,Corrective,Tube Leak,16.84,4061.04,4960.47,0.0,9021.51,High,In Progress
MNT-001106,EQ-0012,2024-12-28,Corrective,Pressure Fault,24.25,10484.89,1192.8,0.0,11677.69,High,Completed
MNT-001107,EQ-0015,2024-12-28,Corrective,Seal Leak,10.99,3243.67,3860.72,41737.23,48841.62,High,Completed
MNT-001108,EQ-0025,2024-12-29,Corrective,Motor Overheating,16.01,3677.3,202.44,0.0,3879.74,High,Completed
MNT-001109,EQ-0041,2024-12-29,Corrective,Seal Leak,12.12,5779.75,1911.26,0.0,7691.01,High,Completed
MNT-001110,EQ-0011,2024-12-30,Corrective,Tube Fouling,36.8,12596.55,574.44,0.0,13170.99,High,Completed
MNT-001111,EQ-0024,2024-12-30,Preventive,,5.08,1959.28,382.96,0.0,2342.24,Medium,Completed
MNT-001112,EQ-0024,2024-12-30,Inspection,,2.07,606.43,0.0,0.0,606.43,Low,Completed
MNT-001113,EQ-0004,2024-12-31,Preventive,,5.82,1283.8,1930.96,0.0,3214.76,Medium,Completed
MNT-001114,EQ-0004,2024-12-31,Inspection,,1.03,215.07,250.33,0.0,465.4,Low,Completed
